URL	LAST ACCESSED
http://www.som.yale.edu/faculty/Sunder/Research/Media/the_summa_ifrs-.pdf	2012/07/24 07:57:49
http://bookdragon.si.edu/1995/02/01/author-profile-searching-for-frank-chin/	2012/07/24 07:58:05
http://blog.uml.edu/hrdirect/2009/01/introduction-to-hrdirect.html	2012/07/24 07:58:16
http://www.ucpress.edu/blog/?p=100	2012/07/24 07:59:27
http://gablog.cdh.ucla.edu/2009/12/classicism-romanticism-and-marginalism-problems-in-the-concept-of-imitation/	2012/07/24 07:59:56
http://blogs.uakron.edu/googleapps/2009/07/21/why-the-move-to-gmail/	2012/07/24 08:04:29
http://trilogy.brynmawr.edu/mt/trials/2008/02/philadelphia_ar.html	2012/07/24 08:04:32
http://blogs.musc.edu/womenspeak/post/2009/11/Signature-Chefs-Auction--Prematurity-Awareness-Month.aspx	2012/07/24 08:05:10
http://agblog.ok.gov/2009/06/11/electronic-identification-system-boon-to-deer-producers/	2012/07/24 08:05:11
http://howgreenru.rockefeller.edu/?p=18&cpage=127	2012/07/24 08:05:35
http://www.sa.ucsb.edu/women/blog/post/11th-Annual-Distinguished-Woman-In-Sports-Lecture.aspx	2012/07/24 08:06:27
http://blogs.musc.edu/womenspeak/post/2009/02/Hot-Mama-Sex-During-Pregnancy.aspx	2012/07/24 08:06:41
http://freepress.bard.edu/wp/?p=38	2012/07/24 08:07:16
http://www.utk.edu/torchbearer/2008/11/alumni-recognized-at-bootcamp/	2012/07/24 08:07:34
http://studentweb.maconstate.edu/maconstatement/?p=212	2012/07/24 08:07:43
http://career.eng.ohio-state.edu/blog/?p=243	2012/07/24 08:08:41
http://acs.lbl.gov/ksblog/2010/01/new-project-new-acronyms/	2012/07/24 08:08:44
http://union.fsu.edu/big-fridays-winter-wonderland	2012/07/24 08:08:55
http://faculty.shc.edu/tchilds/2007/10/31/catching-up/	2012/07/24 08:11:20
http://agblog.ok.gov/2009/05/18/dont-forget-mio-paper-towels-help-feed-oklahoma-kids/	2012/07/24 08:11:21
http://admissionblog.emerson.edu/undergraduate/?p=53	2012/07/24 08:12:25
http://blogs.trincoll.edu/redesign/about.html	2012/07/24 08:12:31
http://weblogs.uni.edu/lyle/2009/04/qa_how_do_i_cite_mintel_report.html	2012/07/24 08:12:37
http://bizblogs.fullerton.edu/entrepreneurship/2009/08/17/business-plan-blunders/	2012/07/24 08:13:14
http://paradise.utah.gov/?p=187	2012/07/24 08:14:20
http://president.blogs.unr.edu/2009/03/06/three-more-student-stories-from-the-legislature/	2012/07/24 08:15:28
http://clone.mit.edu/abelsan/post/Doctore28099s-Web-Visits.aspx	2012/07/24 08:16:14
http://agblog.ok.gov/2009/06/12/state-veterinarian-becky-brewer-horsemen-be-advised-equine-piroplasmosis-confirmed-in-missouri/	2012/07/24 08:16:21
http://www.gadsdenstate.edu/news/?p=260	2012/07/24 08:16:31
http://admissions.me.holycross.edu/2009/01/26/check-the-status-of-your-application-online/	2012/07/24 08:16:59
http://blog.stthomas.edu/hphc/archives/2008/12/how_are_you_doing_on_improving.html	2012/07/24 08:17:56
http://techbar.blogs.brynmawr.edu/2009/06/22/generic-post-with-screenshot-attachment-link/	2012/07/24 08:18:03
http://education.uncc.edu/strategicplan/post/2010-2015-Goals-Draft-3.aspx	2012/07/24 08:18:19
http://hesa.dce.harvard.edu/?p=1689	2012/07/24 08:18:21
http://blogs.vancouver.wsu.edu/business/2009/09/18/the-kilogram-has-a-weight-loss-problem/	2012/07/24 08:18:52
http://career.ucsb.edu/blog/post/Planning-Undergraduate-Courses-for-Graduate-School.aspx	2012/07/24 08:19:11
http://lucian.uchicago.edu/blogs/ceeresebulletin/2009/10/11/call-for-papers-council-for-european-studies-international-conference-montreal-canada-deadline-october-15/	2012/07/24 08:19:21
http://alumnus.tennessee.edu/2007/01/doan-heads-gsa/	2012/07/24 08:20:50
http://ogg.osu.edu/volunteers-needed-for-aging-research-study/	2012/07/24 08:21:20
http://anime.unm.edu/2009/11/03/reminders-deadlines-and-officer-positions/	2012/07/24 08:21:49
http://law-new.wlu.edu/news/storydetail.asp?id=626	2012/07/24 08:22:10
http://blog.uncfsu.edu/fsu_blog/2009/09/stem-summer-program.html	2012/07/24 08:22:11
http://liblogs.albany.edu/deweyblog/2007/01/spring_instruction_schedule_no_1.html	2012/07/24 08:22:19
http://library.sbcc.edu/2007/08/zaca_fire_resources.html	2012/07/24 08:22:35
http://edge.gannon.edu/?p=104	2012/07/24 08:22:43
http://www.olin.msu.edu/bodyline/?p=198	2012/07/24 08:22:57
http://acs.lbl.gov/ksblog/2010/02/pdsf-tools-techs/	2012/07/24 08:23:44
http://assu.stanford.edu/blog/?p=123	2012/07/24 08:23:48
http://alumninews.blogs.ie.edu/2008/09/first-ie-international-update.html	2012/07/24 08:23:58
http://www.ag.ncat.edu/agedispatch/2008/04/new-online-calculators-with-sa.html	2012/07/24 08:25:13
http://medhum.med.nyu.edu/blog/?p=101	2012/07/24 08:28:17
http://republicanleader.house.gov/blog/?p=589	2012/07/24 08:30:05
http://blogs.secstate.wa.gov/FromOurCorner/index.php/2009/10/washington-at-play-baseball/	2012/07/24 08:30:13
http://blogs.journalism.wisc.edu/badgerreport/possible-uw-rotc-deployment	2012/07/24 08:30:23
http://sites.allegheny.edu/greengator/2009/08/18/welcome-to-the-green-gator/	2012/07/24 08:31:06
http://masonvotes.gmu.edu/2009/09/21/bolling-will-not-attend-gmu-debate/	2012/07/24 08:31:15
http://www.usm.edu/blogs/green/2009/02/go-green-while-grilling-this-s.html	2012/07/24 08:31:24
http://journalism.berkeley.edu/projects/clsp/?page_id=2	2012/07/24 08:31:43
http://libraryvm.sbcc.edu/coi/pharma/?online=10663	2012/07/24 08:32:36
http://dukegroups.duke.edu/bow/2009/10/28/guest-writers-on-bow-blog/	2012/07/24 08:33:55
http://synapse.princeton.edu/joomla2/index.php?option=com_jd-wp&Itemid=52&p=570	2012/07/24 08:34:31
http://www.bauer.uh.edu/BauerBlog/post/2007/09/Welcome-to-RICS-Department-Blog.aspx	2012/07/24 08:35:35
http://enews.coloradomtn.edu/2009/09/29/cmc-cancels-november-election-of-trustees/	2012/07/24 08:35:40
http://blogs.lvc.edu/GS/post/General-Music-Today-Available-Online-to-MENC-Members.aspx	2012/07/24 08:35:52
http://wwa.colorado.edu/admin/announcement_files/1893-uploaded/announcement-1893-5453.pdf	2012/07/24 08:36:18
http://website.blogs.wfu.edu/2009/04/16/new-portal-approach/	2012/07/24 08:38:00
http://engineering.tamu.edu/magazine/index.php/2009/drought/	2012/07/24 08:38:55
http://blogs.vanderbilt.edu/cft/?p=34	2012/07/24 08:39:02
http://enewsletter.catawbacountync.gov/ITC/?p=63	2012/07/24 08:39:44
http://blogs.musc.edu/womenspeak/post/2009/01/Pregnancy-Quad-Screen-Testing--What-you-can-expect.aspx	2012/07/24 08:41:13
http://blogs.musc.edu/womenspeak/post/2008/12/%E2%80%9CWith-Woman%E2%80%9D-The-tradition-of-midwifery-in-women%E2%80%99s-health.aspx	2012/07/24 08:41:32
http://chaucer.umuc.edu/blogcip/collectanea/2007/03/further_to_my_suggestion_yeste_1.html	2012/07/24 08:43:14
http://foper.unu.edu/course/	2012/07/24 08:44:13
http://blogs.lvc.edu/GS/post/Supreme-Court-Ruling-Special-Education-Funding.aspx	2012/07/24 08:45:11
http://blogs.mtu.edu/business/2009/11/03/tech-mba-program-receives-international-recognition/	2012/07/24 08:45:11
http://msutoday.msu.edu/blog/?p=7	2012/07/24 08:45:59
http://lroc.sese.asu.edu/EPO/NEWS/2008/DisappointingNews-NoIcyPatchesintheLunarCraters.pdf	2012/07/24 08:46:02
http://mfield.blogs.bucknell.edu/2009/07/22/why-is-digital-video-so-complicated/	2012/07/24 08:47:55
http://www.rit.edu/academicaffairs/centerforstudentinnovation/?p=420	2012/07/24 08:47:57
http://newyorktorch.jrn.columbia.edu/?p=1100	2012/07/24 08:48:37
http://iws.punahou.edu/department/LukeCenter/sustainability/2006/08/post_2.html	2012/07/24 08:49:44
http://creativeservices.iu.edu/blog/?p=15	2012/07/24 08:49:58
http://govdocsblog.kentlaw.edu/wordpress/?p=1123	2012/07/24 08:50:18
http://agblog.ok.gov/2010/02/10/mio-recipe-of-the-month-sweetheart-snickerdoodle-smoothie/	2012/07/24 08:51:38
http://www.purdue.edu/strategic_plan/comments/?p=7	2012/07/24 08:52:21
http://dujs.dartmouth.edu/fall-2007/breaking-the-mold-moving-toward-more-functional-prostheses	2012/07/24 08:53:19
http://www.law.wisc.edu/blogs/wisblawg/2005/02/battles_in_legal_publishing.html	2012/07/24 08:56:46
http://blog.juilliard.edu/?p=11	2012/07/24 08:57:28
http://blog.fitnyc.edu/technology/2010/01/14/fit-email-on-smart-phones/	2012/07/24 08:58:19
http://blog.salt.edu/whats-in-a-name	2012/07/24 08:58:44
http://blog.goshen.edu/creationcare/2009/10/16/franconia-mennonite-conference-begins-organic-farm/	2012/07/24 08:59:05
http://mlondon.blog.uvm.edu/2007/02/selfcare_part_1_the_body.html	2012/07/24 08:59:25
http://shauna.blog.usf.edu/2009/08/16/hello-from-scott	2012/07/24 17:00:44
http://aivakhiv.blog.uvm.edu/2009/05/between_continental_environmental_philosophy.html	2012/07/24 17:01:01
http://blogs.dctc.edu/youblue/2010/01/12/blue-knight-burger-bout/	2012/07/24 17:01:16
http://www.arc.fiu.edu/WHSC08/Blog/post/3-test.aspx	2012/07/24 17:02:13
http://clone.mit.edu/abelsan/post/TV-HD-Capture.aspx	2012/07/24 17:03:19
http://blogs.uiowa.edu/iwp/2009/06/12/between-the-lines-of-between-the-lines-one-year-ago-today/	2012/07/24 17:04:03
http://blogs.kcai.edu/tammyshell/2009/03/31/kcai-graphic-design-group-visits-minneapolis/	2012/07/24 17:06:51
http://blogs.sos.wa.gov/FromOurCorner/index.php/2009/08/update-r-71-headed-to-november-statewide-ballot/comment-page-1/	2012/07/24 17:07:32
http://agblog.ok.gov/2009/09/28/results-of-the-dairy-max-homemade-ice-cream-contest/	2012/07/24 17:07:46
http://clone.mit.edu/abelsan/post/IBMs-hardware-business-is-only-325-of-the-company.aspx	2012/07/24 17:09:37
http://blogs.bellevue.edu/career-avenues/?p=345	2012/07/24 17:10:51
http://y_z.scripts.mit.edu/wp/2008/05/07/gmail-and-imap/	2012/07/24 17:11:01
http://www.usca.edu/ritchie/blog/2009/08/survival_of_the_fittest_not_a.html	2012/07/24 17:11:36
http://agblog.ok.gov/2009/09/23/dairy-max-recipe-of-the-week-smoky-chipotle-cheddar-stuffed-pigskin-potatoes/	2012/07/24 17:11:48
http://oit.hostos.cuny.edu/socialnetwork/dayonwriting/2009/10/19/what-is-the-saddest-thing-that-ever-happened-to-you/	2012/07/24 17:11:48
http://alumni.blogs.plymouth.edu/2010/02/02/student-intern-program-reception/	2012/07/24 17:12:21
http://www.cio.wisc.edu/blog/post/the-connected-life.aspx	2012/07/24 17:12:26
http://restiutami.blog.upi.edu/2009/10/06/tugas-kapita-selekta/	2012/07/24 17:13:14
http://oit.wvu.edu/infosecurity/2010/01/26/wachovia-phishing-scam-dont-take-the-bait/	2012/07/24 17:13:44
http://classes.dma.ucla.edu/Winter09/154A/?p=140	2012/07/24 17:14:01
http://blogs.library.oregonstate.edu/osu_archives/2009/01/30/2306/	2012/07/24 17:14:34
http://blogs.luc.edu/abaltrusaitis/2009/08/30/when-you-fall-off-a-horse/	2012/07/24 17:14:50
http://cat.xula.edu/food/conversation-6/	2012/07/24 17:15:28
http://www.bauer.uh.edu/BauerBlog/post/2007/09/Welcome-to-RICS-Department-Blog.aspx	2012/07/24 17:16:21
http://www.cio.wisc.edu/blog/post/Cyber-Security-Awareness-Month.aspx	2012/07/24 17:16:27
http://blogs.lvc.edu/GS/post/No-Child-Left-Behind-2014-All-Students-Proficient.aspx	2012/07/24 17:16:59
http://library.rit.edu/blogs/ntid_lib/2007/10/deaf_studies_co.html	2012/07/24 17:18:55
http://commuter.frederick.edu/?p=466	2012/07/24 17:19:20
http://blogs.musc.edu/womenspeak/post/2008/12/Have-a-%E2%80%9CPlan-B%E2%80%9D-to-Back-Up-Your-Birth-Control.aspx	2012/07/24 17:19:31
http://blogit.colgate.edu/blogs/its/blackboard/archives/2009/01/course-management-reminders-sp.html	2012/07/24 17:20:48
http://blogs.princeton.edu/14points/2006/12/waiting_for_genocide_by_victoria_whitford.html	2012/07/24 17:21:23
http://emumarketing.uoregon.edu/josh/2009/01/29/interacting-with-the-flickr-api-using-php/	2012/07/24 17:21:33
http://blog.mcnallysmith.edu/greenroom/2010/01/getting-ready-for-ces-2010.html	2012/07/24 17:22:14
http://wcs.wayne.edu/blog/2008/02/13/running-firefox-2-and-3-simultaneously/	2012/07/24 17:22:19
http://blogs.secstate.wa.gov/FromOurCorner/index.php/2009/07/youve-got-mail-or-you-will-soon/	2012/07/24 17:23:07
http://www.umbc.edu/blogs/fdc/2009/02/why_writing_is_hard_1.html	2012/07/24 17:23:19
http://blogs.secstate.wa.gov/FromOurCorner/index.php/2009/07/yet-another-loss-for-the-capitol-press-corps/	2012/07/24 17:23:21
http://anime.scripts.mit.edu/miteiru/a-beginners-guide-to-otaku-hotspots-in-taipei/	2012/07/24 17:25:31
http://blogs.secstate.wa.gov/FromOurCorner/index.php/2009/08/r-71-fresh-snapshot-of-fully-checked-signatures/	2012/07/24 17:25:52
http://www.cvc.edu/2009/02/shifting-gears-checking-the-%E2%80%9Ctraining%E2%80%9D-box-or-learning-for-life/	2012/07/24 17:27:27
http://hill.blogs.lib.lsu.edu/2008/01/03/the-first-lsu-national-championship/	2012/07/24 17:28:10
http://people.oregonstate.edu/~reeset/blog/archives/245	2012/07/24 17:28:52
http://blogs.musc.edu/womenspeak/post/2009/02/The-Lowdown-on-STDs--Trichomonas.aspx	2012/07/24 17:29:23
http://shay.blogs.wm.edu/2009/02/05/shay-the-london-eye-i-camden-market-southhall-oxford-circus/	2012/07/24 17:29:23
http://blog.willamette.edu/people/jtbaker/journal/archives/2009/09/i_learned_a_new_swedish_sportq_1.html	2012/07/24 17:30:31
http://goldenwestcollege.edu/sports/2009/12/08/gwc-football2009-rooster-bowl-bowl-champions/	2012/07/24 17:31:11
http://blog.emerson.edu/fywp/2009/12/state-of-the-blog.html	2012/07/24 17:31:16
http://today.ttu.edu/2008/10/alumni-profile-wyman-meinzer/	2012/07/24 17:31:26
http://blogs.musc.edu/womenspeak/post/2010/01/Free-talk-on-women-as-lovers.aspx	2012/07/24 17:32:24
http://podcasts2.mansfield.edu/wordpress/2007/11/12/mansfield-university-sprints-into-football-episode-1/	2012/07/24 17:32:29
http://klove.edu/BLOG/post/2009/09/06/Tripitcom.aspx	2012/07/24 17:32:49
http://agblog.ok.gov/2009/02/26/fire-activity-light-to-moderate-yesterday-but-could-be-severe-today/	2012/07/24 17:34:38
http://macaulay.cuny.edu/eportfolios/elleleger/2010/01/23/barcelona/	2012/07/24 17:35:08
http://blogs.lvc.edu/GS/post/New-Serach-Engine-from-Microsoft-BING.aspx	2012/07/24 17:35:17
http://imu.uiowa.edu/news/2010/02/04/campus-connections-2/	2012/07/24 17:36:59
http://career.ucsb.edu/blog/post/Gaucho-Link3b-Why-it-knocked-my-socks-of-!.aspx	2012/07/24 17:37:13
http://www.sa.ucsb.edu/women/blog/post/11th-Annual-Distinguished-Woman-In-Sports-Lecture.aspx	2012/07/24 17:37:45
http://interface.missouri.edu/2006/09/meet-the-team-jason-rollins.php	2012/07/24 17:38:37
http://gslis.simmons.edu/blogs/panopticon/2009/11/07/an-overview-the-artists-in-libraries-panel/	2012/07/24 17:38:38
http://career.ucsb.edu/blog/post/Sociology-Majors.aspx	2012/07/24 17:39:40
http://blogs.cob.unt.edu/blogs/studyabroadeuropeanunion/2009/08/01/happiness-isnt-happiness-without-a-violin-playing-goat/	2012/07/24 17:39:43
http://cultech.library.cornell.edu/2009/03/how-many-orphans/	2012/07/24 17:40:30
http://blogs.thepost.ohiou.edu/?p=107	2012/07/24 17:40:36
http://www.rjd.miami.edu/blog/?p=5	2012/07/24 17:41:38
http://blogs.admissions.buffalo.edu/akashchakravarty/uncategorized/christmas-shopping/	2012/07/24 17:43:00
http://students.washington.edu/infomgmt/2009/12/02/aims-site-updated/	2012/07/24 17:45:09
http://gralib.sals.edu/index.php/2009/06/27/dear-reader-online-book-club/	2012/07/24 17:46:25
http://blogs.secstate.wa.gov/FromOurCorner/index.php/2009/03/k-nos-story-earns-rolling-stone-spread/	2012/07/24 17:46:53
http://blogs.outreach.aum.edu/CDRBlog/post/Welcome-to-BlogEngineNET-1-4.aspx	2012/07/24 17:47:46
http://agblog.ok.gov/2009/01/02/fire-danger-increases-for-sw-oklahoma/	2012/07/24 17:49:21
http://blogs.lvc.edu/GS/post/Bonus-Boosters.aspx	2012/07/24 17:49:30
http://blogs.lvc.edu/GS/post/Chinese-College-Grads-Finding-Tough-Job-Market.aspx	2012/07/24 17:50:12
http://www.cio.wisc.edu/blog/post/Interdependence-Both-Positive-and-Negative.aspx	2012/07/24 17:52:15
http://www.mith2.umd.edu/teaching/courses/s06/engl758a/index.html%3Fp=28.html	2012/07/24 17:52:21
http://blogs.sos.wa.gov/FromOurCorner/index.php/2009/09/from-your-corner-daytons-name/comment-page-1/	2012/07/24 17:52:37
http://personal-pages.lvc.edu/sayers-blog/post/A-New-Kind-of-Traffic-Jam.aspx	2012/07/24 17:52:44
http://www.erikson.edu/PageContent/en-us/Documents/ed_week_blog.pdf	2012/07/24 17:52:59
http://www.bauer.uh.edu/BauerBlog/post/2007/11/New-college-Survey-Creation-Tool.aspx	2012/07/24 17:53:42
http://forum.belmont.edu/40states/2009/07/_washington_dc_newseum.html	2012/07/24 17:53:46
http://webdesign.ltu.edu/2008/04/23/human-torch-denied-bank-loan/	2012/07/24 17:53:56
http://antdata.eeb.uconn.edu/ablog/post/Welcome-to-BlogEngineNET-1-5.aspx	2012/07/24 17:55:26
http://clone.mit.edu/abelsan/post/TV-HD-Capture.aspx	2012/07/24 17:56:37
http://career.ucsb.edu/blog/post/Planning-Undergraduate-Courses-for-Graduate-School.aspx	2012/07/24 17:57:05
http://blogs.sos.wa.gov/FromOurCorner/index.php/2010/01/9th-circuit-throws-out-wa-ban-on-felon-voting/	2012/07/24 17:57:16
http://blogs.sos.wa.gov/FromOurCorner/index.php/2009/10/judge-retains-reporting-gift-limits-for-r-71-foes/	2012/07/24 17:58:14
http://personal-pages.lvc.edu/sayers-blog/post/Auto-rickshaw-in-Delhi.aspx	2012/07/24 17:59:04
http://agblog.ok.gov/2009/06/03/ag-loan-grant-applications-due-july-1st/	2012/07/24 17:59:09
http://blogs.secstate.wa.gov/FromOurCorner/index.php/2009/10/washington-at-play-baseball/	2012/07/24 18:00:03
http://agblog.ok.gov/2009/01/22/red-flag-warning-continues/	2012/07/24 18:00:52
http://agblog.ok.gov/2009/03/23/fire-danger-warning-for-northwestern-oklahoma/	2012/07/24 18:01:57
http://nnlm.gov/psr/newsbits/?p=343	2012/07/24 18:02:03
http://nnlm.gov/psr/newsbits/?p=511	2012/07/24 18:02:39
http://republicanleader.house.gov/blog/?p=222	2012/07/24 18:02:51
http://agblog.ok.gov/2009/09/08/oklahoma-agricultural-statistics-service-weekly-crop-and-weather-report/	2012/07/24 18:03:05
http://blogs.sos.wa.gov/FromOurCorner/index.php/2009/12/5-questions-with-the-corporations-director/	2012/07/24 18:03:17
http://republicanleader.house.gov/blog/?p=428	2012/07/24 18:03:20
